CODE,TREE,LOCALITY,SPECIES,LATITUDE,LONGITUDE,ALTITUDE,COUNTRY,ORIGIN,STAND,EXTRACTION #,HAPLOTYPE,Colour
P4-081,3,Bagley,Intermediate,51.714,-1.262,122,England,autochthonus,Forest,BAG4,new haplotype,
P4-081,4,Bagley,-,51.714,-1.262,122,England,autochthonus,Forest,BAG5,new haplotype,
P4-081,5,Bagley,-,51.714,-1.262,122,England,autochthonus,Forest,BAG6,10,White
P4-082,1,Wytham,Quercus robur,51.777,-1.333,107,England,autochthonus,Forest,WYTH1,8,Yellow
P4-082,2,Wytham,-,51.777,-1.333,107,England,autochthonus,Forest,WYTH2,9,Orange
P4-082,3,Wytham,Quercus robur,51.777,-1.333,107,England,autochthonus,Forest,WYTH3,9,Orange
P4-082,4,Wytham,-,51.777,-1.333,107,England,autochthonus,Forest,WYTH4,9,Orange
P4-082,5,Wytham,-,51.777,-1.333,107,England,autochthonus,Forest,WYTH5,8,Yellow
P4-083,1,Southwick,-,52.525,-0.511,61,England,autochthonus,Forest,SOCK1,8,Yellow
P4-083,2,Southwick,-,52.525,-0.511,61,England,autochthonus,Forest,SOCK2,8,Yellow
P4-083,3,Southwick,-,52.525,-0.511,61,England,autochthonus,Forest,SOCK3,8,Yellow
P4-083,4,Southwick,-,52.525,-0.511,61,England,autochthonus,Forest,SOCK4,8,Yellow
P4-083,5,Southwick,Quercus robur,52.525,-0.511,61,England,autochthonus,Forest,SOCK5,8,Yellow
P4-084,1,Salcey,-,52.16,-0.83,107,England,autochthonus,Forest,SAL2,8,Yellow
P4-084,2,Salcey,-,52.16,-0.83,107,England,autochthonus,Forest,SAL3,8,Yellow
P4-084,3,Salcey,-,52.16,-0.83,107,England,autochthonus,Forest,SAL5,8,Yellow
P4-084,4,Salcey,-,52.16,-0.83,107,England,autochthonus,Forest,SAL6,8,Yellow
P4-084,5,Salcey,-,52.16,-0.83,107,England,autochthonus,Forest,SAL7,8,Yellow
P4-085,1,Cwm Bargoed,-,51.713,-3.32,270,England,autochthonus,Forest,CWM1,8,Yellow
P4-085,2,Cwm Bargoed,Quercus petraea,51.713,-3.32,270,England,autochthonus,Forest,CWM2,8,Yellow
P4-085,3,Cwm Bargoed,-,51.713,-3.32,270,England,autochthonus,Forest,CWM3,8,Yellow
P4-085,4,Cwm Bargoed,Quercus petraea,51.713,-3.32,270,England,autochthonus,Forest,CWM6,8,Yellow
P4-085,5,Cwm Bargoed,Quercus petraea,51.713,-3.32,270,England,autochthonus,Forest,CWM10,8,Yellow
P4-086,1,Alice Holt,-,51.18,-0.862,122,England,autochthonus,Forest,AH2,9,Orange
P4-086,2,Alice Holt,-,51.18,-0.862,122,England,autochthonus,Forest,AH3,9,Orange
P4-086,3,Alice Holt,-,51.18,-0.862,122,England,autochthonus,Forest,AH4,9,Orange
P4-086,4,Alice Holt,-,51.18,-0.862,122,England,autochthonus,Forest,AH5,9,Orange
P4-086,5,Alice Holt,-,51.18,-0.862,122,England,autochthonus,Forest,AH6,9,Orange
P4-087,1,Newball,Quercus robur,53.269,-0.365,15,England,autochthonus,Forest,NBL1,9,Orange
P4-087,2,Newball,Quercus robur,53.269,-0.365,15,England,autochthonus,Forest,NBL2,8,Yellow
P4-087,3,Newball,Quercus robur,53.269,-0.365,15,England,autochthonus,Forest,NBL3,8,Yellow
P4-087,4,Newball,Quercus robur,53.269,-0.365,15,England,autochthonus,Forest,NBL4,9,Orange
P4-087,5,Newball,Quercus petraea,53.269,-0.365,15,England,autochthonus,Forest,NBL5,8,Yellow
P4-088,1,Hardy Gang,Quercus robur,53.261,-0.366,10,England,autochthonus,Forest,HGG1,9,Orange
P4-088,2,Hardy Gang,Quercus robur,53.261,-0.366,10,England,autochthonus,Forest,HGG2,9,Orange
P4-088,3,Hardy Gang,Quercus robur,53.261,-0.366,10,England,autochthonus,Forest,HGG3,9,Orange
P4-088,4,Hardy Gang,Quercus robur,53.261,-0.366,10,England,autochthonus,Forest,HGG4,9,Orange
P4-088,5,Hardy Gang,Intermediate,53.261,-0.366,10,England,autochthonus,Forest,HGG5,9,Orange
P4-089,1,Badby,Intermediate,52.217,-1.18,152,England,autochthonus,Forest,BDY1,8,Yellow
P4-089,2,Badby,Intermediate,52.217,-1.18,152,England,autochthonus,Forest,BDY2,8,Yellow
P4-089,3,Badby,Quercus robur,52.217,-1.18,152,England,autochthonus,Forest,BDY3,8,Yellow
P4-089,4,Badby,Intermediate,52.217,-1.18,152,England,autochthonus,Forest,BDY4,8,Yellow
P4-089,5,Badby,Quercus robur,52.217,-1.18,152,England,autochthonus,Forest,BDY5,8,Yellow
P4-090,1,Everdon,Quercus robur,52.203,-1.115,152,England,autochthonus,Forest,EVE1,9,Orange
P4-090,2,Everdon,Intermediate,52.203,-1.115,152,England,autochthonus,Forest,EVE2,9,Orange
P4-090,3,Everdon,Quercus robur,52.203,-1.115,152,England,autochthonus,Forest,EVE3,9,Orange
P4-090,4,Everdon,Quercus robur,52.203,-1.115,152,England,autochthonus,Forest,EVE4,8,Yellow
P4-090,5,Everdon,Intermediate,52.203,-1.115,152,England,autochthonus,Forest,EVE5,8,Yellow
P4-091,1,Chatsworth,Intermediate,53.213,-1.604,152,England,autochthonus,Forest,CHH5,9,Orange
P4-091,2,Chatsworth,Intermediate,53.213,-1.604,152,England,autochthonus,Forest,CHH1,9,Orange
P4-091,3,Chatsworth,Quercus robur,53.213,-1.604,152,England,autochthonus,Forest,CHH9,8,Yellow
P4-091,4,Chatsworth,Quercus robur,53.213,-1.604,152,England,autochthonus,Forest,CHH4,8,Yellow
P4-091,5,Chatsworth,Quercus robur,53.213,-1.604,152,England,autochthonus,Forest,CHH2,8,Yellow
P4-092,1,Elmley Castle Deer Park,Quercus robur,52.061,-2.029,100,England,autochthonus,Forest,ECD6,24,Pale Blue
P4-092,2,Elmley Castle Deer Park,Quercus robur,52.061,-2.029,100,England,autochthonus,Forest,ECD2,10,White
P4-092,3,Elmley Castle Deer Park,Quercus robur,52.061,-2.029,100,England,autochthonus,Forest,ECD10,10,White
P4-092,4,Elmley Castle Deer Park,Quercus robur,52.061,-2.029,100,England,autochthonus,Forest,ECD4,24,Pale Blue
P4-092,5,Elmley Castle Deer Park,Quercus robur,52.061,-2.029,100,England,autochthonus,Forest,ECD6,24,Pale Blue
P4-093,1,Lea and Pagets Wood,Quercus petraea,52.007,-2.593,130,England,autochthonus,Forest,LPW1,10,White
P4-093,2,Lea and Pagets Wood,Quercus petraea,52.007,-2.593,130,England,autochthonus,Forest,LPW7,24,Pale Blue
P4-093,3,Lea and Pagets Wood,Quercus petraea,52.007,-2.593,130,England,autochthonus,Forest,LPW9,24,Pale Blue
P4-093,4,Lea and Pagets Wood,Quercus petraea,52.007,-2.593,130,England,autochthonus,Forest,LPW8,24,Pale Blue
P4-093,5,Lea and Pagets Wood,Quercus petraea,52.007,-2.593,130,England,autochthonus,Forest,LPW10,10,White
P4-094,1,Wye  Vale Woodlands,Quercus robur,52.062,-2.77,76,England,autochthonus,Forest,WYV1,8,Yellow
P4-094,2,Wye  Vale Woodlands,Intermediate,52.062,-2.77,76,England,autochthonus,Forest,WYV2,8,Yellow
P4-094,3,Wye  Vale Woodlands,Quercus robur,52.062,-2.77,76,England,autochthonus,Forest,WYV3,8,Yellow
P4-094,4,Wye  Vale Woodlands,Quercus robur,52.062,-2.77,76,England,autochthonus,Forest,WYV4,8,Yellow
P4-094,5,Wye  Vale Woodlands,Quercus robur,52.062,-2.77,76,England,autochthonus,Forest,WYV5,8,Yellow
P4-095,1,Poor Man's Piece,Quercus petraea,52.023,-2.598,168,England,autochthonus,Forest,PMP8,8,Yellow
P4-095,2,Poor Man's Piece,Quercus petraea,52.023,-2.598,168,England,autochthonus,Forest,PMP7,9,Orange
P4-095,3,Poor Man's Piece,Quercus petraea,52.023,-2.598,168,England,autochthonus,Forest,PMP10,10,White
P4-095,4,Poor Man's Piece,Quercus petraea,52.023,-2.598,168,England,autochthonus,Forest,PMP4,10,White
P4-095,5,Poor Man's Piece,Quercus petraea,52.023,-2.598,168,England,autochthonus,Forest,PMP5,9,Orange
P4-096,1,Clay Vallets,Quercus petraea/Intermediate,52.304,-2.949,305,England,autochthonus,Forest,CVL9,9,Orange
P4-096,2,Clay Vallets,intermediate,52.304,-2.949,305,England,autochthonus,Forest,CVL7,9,Orange
P4-096,3,Clay Vallets,Quercus petraea,52.304,-2.949,305,England,autochthonus,Forest,CVL5,10,White
P4-096,4,Clay Vallets,Quercus petraea/Intermediate,52.304,-2.949,305,England,autochthonus,Forest,CVL6,10,White
P4-096,5,Clay Vallets,Intermediate,52.304,-2.949,305,England,autochthonus,Forest,CVL10,10,White
P4-097,1,Holywell Dingle,Intermediate,52.154,-3.007,122,England,autochthonus,Forest,HYD1,8,Yellow
P4-097,2,Holywell Dingle,Quercus robur,52.154,-3.007,122,England,autochthonus,Forest,HYD3,10,White
P4-097,3,Holywell Dingle,Quercus robur,52.154,-3.007,122,England,autochthonus,Forest,HYD4,8,Yellow
P4-097,4,Holywell Dingle,Quercus robur,52.154,-3.007,122,England,autochthonus,Forest,HYD5,8,Yellow
P4-097,5,Holywell Dingle,Intermediate,52.154,-3.007,122,England,autochthonus,Forest,HYD7,8,Yellow
P4-098,1,Newton,-,54.504,-1.112,152,England,autochthonus,Forest,NWO1,9,Orange
P4-098,2,Newton,-,54.504,-1.112,152,England,autochthonus,Forest,NWO2,9,Orange
P4-098,3,Newton,-,54.504,-1.112,152,England,autochthonus,Forest,NWO3,9,Orange
P4-098,4,Newton,-,54.504,-1.112,152,England,autochthonus,Forest,NWO4,9,Orange
P4-098,5,Newton,-,54.504,-1.112,152,England,autochthonus,Forest,NWO5,9,Orange
P4-099,1,Hatch Park,Quercus robur,51.131,0.949,76,England,autochthonus,Forest,HPK1,-,-
P4-099,2,Hatch Park,Intermediate,51.131,0.949,76,England,autochthonus,Forest,HPK11,8,Yellow
P4-099,3,Hatch Park,Quercus robur,51.131,0.949,76,England,autochthonus,Forest,HPK3,8,Yellow
P4-099,4,Hatch Park,Quercus robur,51.131,0.949,76,England,autochthonus,Forest,HPK4,8,Yellow
P4-099,5,Hatch Park,Quercus robur,51.131,0.949,76,England,autochthonus,Forest,HPK5,8,Yellow
P4-100,1,Knole Park,Quercus robur,51.259,0.215,150,England,autochthonus,Forest,KPK1,9,Orange
P4-100,2,Knole Park,Quercus petraea,51.259,0.215,150,England,autochthonus,Forest,KPK2,9,Orange
P4-100,3,Knole Park,Quercus robur,51.259,0.215,150,England,autochthonus,Forest,KPK3,9,Orange
P4-100,4,Knole Park,Quercus petraea,51.259,0.215,150,England,autochthonus,Forest,KPK4,9,Orange
P4-100,5,Knole Park,Quercus robur,51.259,0.215,150,England,autochthonus,Forest,KPK7,8,Yellow
P4-101,1,Coed y Wern,Quercus robur/Intermediate,51.874,-4.064,61,Wales,autochthonus,Forest,PCL1,8,Yellow
P4-101,2,Coed y Wern,Quercus robur,51.874,-4.064,61,Wales,autochthonus,Forest,PCL2,8,Yellow
P4-101,3,Coed y Wern,Quercus robur,51.874,-4.064,61,Wales,autochthonus,Forest,PCL3,8,Yellow
P4-101,4,Coed y Wern,Intermediate,51.874,-4.064,61,Wales,autochthonus,Forest,PCL4,9,Orange
P4-101,5,Coed y Wern,Quercus robur,51.874,-4.064,61,Wales,autochthonus,Forest,PCL5,9,Orange
P4-102,1,Dynefor Park,Quercus robur,51.879,-4.02,76,Wales,autochthonus,Forest,DFO5,9,Orange
P4-102,2,Dynefor Park,Quercus robur,51.879,-4.02,76,Wales,autochthonus,Forest,DFO2,9,Orange
P4-102,3,Dynefor Park,Quercus robur,51.879,-4.02,76,Wales,autochthonus,Forest,DFO3,9,Orange
P4-102,4,Dynefor Park,Quercus robur,51.879,-4.02,76,Wales,autochthonus,Forest,DFO4,10,White
P4-102,5,Dynefor Park,Quercus robur,51.879,-4.02,76,Wales,autochthonus,Forest,DFO6,9,Orange
P4-103,1,Ty Canol Wood,Quercus petraea,52.003,-4.776,152,Wales,autochthonus,Forest,TCW1,8,Yellow
P4-103,2,Ty Canol Wood,Quercus robur,52.003,-4.776,152,Wales,autochthonus,Forest,TCW6,8,Yellow
P4-103,3,Ty Canol Wood,Quercus petraea,52.003,-4.776,152,Wales,autochthonus,Forest,TCW3,8,Yellow
P4-103,4,Ty Canol Wood,Intermediate,52.003,-4.776,152,Wales,autochthonus,Forest,TCW4,8,Yellow
P4-103,5,Ty Canol Wood,Intermediate,52.003,-4.776,152,Wales,autochthonus,Forest,TCW5,8,Yellow
P4-104,1,Pencelly Forest,Quercus petraea/Intermediate,52.017,-4.726,122,Wales,autochthonus,Forest,PCY1,8,Yellow
P4-104,2,Pencelly Forest,Intermediate,52.017,-4.726,122,Wales,autochthonus,Forest,PCY2,8,Yellow
P4-104,3,Pencelly Forest,Quercus petraea,52.017,-4.726,122,Wales,autochthonus,Forest,PCY3,8,Yellow
P4-104,4,Pencelly Forest,Quercus petraea,52.017,-4.726,122,Wales,autochthonus,Forest,PCY4,8,Yellow
P4-104,5,Pencelly Forest,Intermediate,52.017,-4.726,122,Wales,autochthonus,Forest,PCY5,8,Yellow
P4-105,1,Cwm Gwaun,Quercus petraea,51.973,-4.898,122,Wales,autochthonus,Forest,CWG6,8,Yellow
P4-105,2,Cwm Gwaun,Quercus petraea,51.973,-4.898,122,Wales,autochthonus,Forest,CWG2,8,Yellow
P4-105,3,Cwm Gwaun,Intermediate,51.973,-4.898,122,Wales,autochthonus,Forest,CWG3,8,Yellow
P4-105,4,Cwm Gwaun,Quercus petraea,51.973,-4.898,122,Wales,autochthonus,Forest,CWG4,8,Yellow
P4-105,5,Cwm Gwaun,Quercus petraea,51.973,-4.898,122,Wales,autochthonus,Forest,CWG5,8,Yellow
P4-106,1,Cilgerran Woods,Quercus petraea,52.06,-4.626,61,Wales,autochthonus,Forest,CGN1,9,Orange
P4-106,2,Cilgerran Woods,Quercus petraea,52.06,-4.626,61,Wales,autochthonus,Forest,CGN2,9,Orange
P4-106,3,Cilgerran Woods,Quercus petraea,52.06,-4.626,61,Wales,autochthonus,Forest,CGN3,9,Orange
P4-106,4,Cilgerran Woods,Quercus petraea,52.06,-4.626,61,Wales,autochthonus,Forest,CGN4,9,Orange
P4-106,5,Cilgerran Woods,Quercus petraea,52.06,-4.626,61,Wales,autochthonus,Forest,CGN5,9,Orange
P4-107,2,Brocton Coppice,Quercus petraea,52.775,-2.03,99,England,autochthonus,Forest,BRT3,8,Yellow
P4-107,3,Brocton Coppice,Quercus petraea,52.775,-2.03,99,England,autochthonus,Forest,BRT4,8,Yellow
P4-107,5,Brocton Coppice,Quercus petraea,52.775,-2.03,99,England,autochthonus,Forest,BRT6,8,Yellow
P4-108,1,Forest Banks,Quercus robur,52.849,-1.835,137,England,autochthonus,Forest,UTX10,9,Orange
P4-108,2,Forest Banks,Quercus robur,52.849,-1.835,137,England,autochthonus,Forest,UTX4,9,Orange
P4-108,3,Forest Banks,Quercus robur,52.849,-1.835,137,England,autochthonus,Forest,UTX5,9,Orange
P4-108,4,Forest Banks,Quercus robur,52.849,-1.835,137,England,autochthonus,Forest,UTX6,9,Orange
P4-108,5,Forest Banks,Quercus petraea,52.849,-1.835,137,England,autochthonus,Forest,UTX7,9,Orange
P4-109,1,Burnt Woods,Intermediate,52.911,-2.397,200,England,autochthonus,Forest,LGG1,9,Orange
P4-109,2,Burnt Woods,Intermediate,52.911,-2.397,200,England,autochthonus,Forest,LGG2,9,Orange
P4-109,3,Burnt Woods,Quercus petraea,52.911,-2.397,200,England,autochthonus,Forest,LGG3,9,Orange
P4-109,4,Burnt Woods,Quercus robur,52.911,-2.397,200,England,autochthonus,Forest,LGG6,9,Orange
P4-109,5,Burnt Woods,Intermediate,52.911,-2.397,200,England,autochthonus,Forest,LGG5,9,Orange
P4-110,1,Easton Hornstocks,Quercus robur,52.588,-0.509,76,England,autochthonus,Forest,EHK1,8,Yellow
P4-110,2,Easton Hornstocks,Quercus robur/Intermediate,52.588,-0.509,76,England,autochthonus,Forest,EHK2,8,Yellow
P4-110,3,Easton Hornstocks,Quercus robur/Intermediate,52.588,-0.509,76,England,autochthonus,Forest,EHK6,8,Yellow
P4-110,4,Easton Hornstocks,Quercus robur,52.588,-0.509,76,England,autochthonus,Forest,EHK8,8,Yellow
P4-110,5,Easton Hornstocks,Intermediate,52.588,-0.509,76,England,autochthonus,Forest,EHK7,8,Yellow
P4-111,1,"King's Wood,Corby",Quercus robur,52.474,-0.734,122,England,autochthonus,Forest,KWC1,9,Orange
P4-111,2,"King's Wood,Corby",Quercus robur,52.474,-0.734,122,England,autochthonus,Forest,KWC7,9,Orange
P4-111,3,"King's Wood,Corby",Quercus robur,52.474,-0.734,122,England,autochthonus,Forest,KWC6,9,Orange
P4-111,4,"King's Wood,Corby",Quercus robur,52.474,-0.734,122,England,autochthonus,Forest,KWC8,9,Orange
P4-111,5,"King's Wood,Corby",Quercus robur,52.474,-0.734,122,England,autochthonus,Forest,KWC5,9,Orange
P4-112,1,Bedford Purlieus,Quercus robur,52.583,-0.462,61,England,autochthonus,Forest,BPU1,8,Yellow
P4-112,2,Bedford Purlieus,Quercus robur,52.583,-0.462,61,England,autochthonus,Forest,BPU2,8,Yellow
P4-112,3,Bedford Purlieus,Quercus robur,52.583,-0.462,61,England,autochthonus,Forest,BPU8,8,Yellow
P4-112,4,Bedford Purlieus,Quercus robur,52.583,-0.462,61,England,autochthonus,Forest,BPU4,8,Yellow
P4-112,5,Bedford Purlieus,Quercus robur,52.583,-0.462,61,England,autochthonus,Forest,BPU6,9,Orange
P4-113,1,Great Bramingham Wood,Intermediate,51.922,-0.444,137,England,autochthonus,Forest,BRM1,9,Orange
P4-113,2,Great Bramingham Wood,Quercus robur/Intermediate,51.922,-0.444,137,England,autochthonus,Forest,BRM2,9,Orange
P4-113,3,Great Bramingham Wood,Quercus robur,51.922,-0.444,137,England,autochthonus,Forest,BRM4,9,Orange
P4-113,4,Great Bramingham Wood,Quercus robur,51.922,-0.444,137,England,autochthonus,Forest,BRM5,9,Orange
P4-113,5,Great Bramingham Wood,Quercus petraea/Intermediate,51.922,-0.444,137,England,autochthonus,Forest,BRM6,9,Orange
P4-114,1,Windsor Great Park,Quercus robur,51.438,-0.619,61,England,autochthonus,Forest,WGT6,10,White
P4-114,2,Windsor Great Park,Quercus robur,51.438,-0.619,61,England,autochthonus,Forest,WGT2,10,White
P4-114,3,Windsor Great Park,Quercus robur,51.438,-0.619,61,England,autochthonus,Forest,WGT3,10,White
P4-114,4,Windsor Great Park,Quercus robur/Intermediate,51.438,-0.619,61,England,autochthonus,Forest,WGT4,10,White
P4-114,5,Windsor Great Park,Quercus robur,51.438,-0.619,61,England,autochthonus,Forest,WGT5,14,Red
P4-115,1,Burnham Beeches,Intermediate,51.555,-0.63,61,England,autochthonus,Forest,BHB1,10,White
P4-115,2,Burnham Beeches,Quercus robur,51.555,-0.63,61,England,autochthonus,Forest,BHB2,10,White
P4-115,3,Burnham Beeches,Quercus robur,51.555,-0.63,61,England,autochthonus,Forest,BHB6,10,White
P4-115,4,Burnham Beeches,Quercus robur,51.555,-0.63,61,England,autochthonus,Forest,BHB4,10,White
P4-115,5,Burnham Beeches,Quercus robur,51.555,-0.63,61,England,autochthonus,Forest,BHB5,10,White
P4-116,1,Ashridge Park,Intermediate,51.802,-0.571,183,England,autochthonus,Forest,ASK1,10,White
P4-116,2,Ashridge Park,Quercus robur,51.802,-0.571,183,England,autochthonus,Forest,ASK2,10,White
P4-116,3,Ashridge Park,Quercus robur,51.802,-0.571,183,England,autochthonus,Forest,ASK3,10,White
P4-116,4,Ashridge Park,Quercus robur,51.802,-0.571,183,England,autochthonus,Forest,ASK4,10,White
P4-116,5,Ashridge Park,Quercus robur/Intermediate,51.802,-0.571,183,England,autochthonus,Forest,ASK5,8,Yellow
P4-117,1,Panshanger,Quercus robur,51.805,-0.129,70,England,autochthonus,Forest,PSH1,8,Yellow
P4-117,2,Panshanger,Quercus robur,51.805,-0.129,70,England,autochthonus,Forest,PSH2,8,Yellow
P4-117,3,Panshanger,Quercus robur,51.805,-0.129,70,England,autochthonus,Forest,PSH3,8,Yellow
P4-117,4,Panshanger,Quercus robur,51.805,-0.129,70,England,autochthonus,Forest,PSH6,8,Yellow
P4-117,5,Panshanger,Quercus robur,51.805,-0.129,70,England,autochthonus,Forest,PSH5,8,Yellow
P4-118,1,Wormley,Quercus petraea,51.737,-0.088,107,England,autochthonus,Forest,WMY1,8,Yellow
P4-118,2,Wormley,Quercus petraea,51.737,-0.088,107,England,autochthonus,Forest,WMY2,8,Yellow
P4-118,3,Wormley,Quercus petraea,51.737,-0.088,107,England,autochthonus,Forest,WMY3,8,Yellow
P4-118,4,Wormley,Quercus petraea/Intermediate,51.737,-0.088,107,England,autochthonus,Forest,WMY4,8,Yellow
P4-118,5,Wormley,Quercus petraea,51.737,-0.088,107,England,autochthonus,Forest,WMY5,8,Yellow
P4-119,1,Great Wood(nr Hatfield),Quercus robur,51.724,-0.139,122,England,autochthonus,Forest,GOO1,8,Yellow
P4-119,2,Great Wood(nr Hatfield),Quercus robur,51.724,-0.139,122,England,autochthonus,Forest,GOO2,10,White
P4-119,3,Great Wood(nr Hatfield),Quercus robur,51.724,-0.139,122,England,autochthonus,Forest,GOO3,8,Yellow
P4-119,4,Great Wood(nr Hatfield),Quercus robur,51.724,-0.139,122,England,autochthonus,Forest,GOO4,8,Yellow
P4-119,5,Great Wood(nr Hatfield),Quercus robur,51.724,-0.139,122,England,autochthonus,Forest,GOO5,8,Yellow
P4-121,1,Roskymer,Quercus petraea,50.08,-5.215,46,England,autochthonus,Forest,RKM1,9,Orange
P4-121,2,Roskymer,Quercus petraea,50.08,-5.215,46,England,autochthonus,Forest,RKM2,9,Orange
P4-121,3,Roskymer,Quercus petraea,50.08,-5.215,46,England,autochthonus,Forest,RKM3,9,Orange
P4-121,4,Roskymer,Quercus petraea,50.08,-5.215,46,England,autochthonus,Forest,RKM4,9,Orange
P4-121,5,Roskymer,Quercus robur/Intermediate,50.08,-5.215,46,England,autochthonus,Forest,RKM5,9,Orange
P4-122,1,Devichoys,Quercus petraea,50.199,-5.125,46,England,autochthonus,Forest,DVH1,9,Orange
P4-122,2,Devichoys,Quercus petraea,50.199,-5.125,46,England,autochthonus,Forest,DVH2,9,Orange
P4-122,3,Devichoys,Quercus petraea,50.199,-5.125,46,England,autochthonus,Forest,DVH6,9,Orange
P4-122,4,Devichoys,Quercus petraea,50.199,-5.125,46,England,autochthonus,Forest,DVH4,9,Orange
P4-122,5,Devichoys,Quercus petraea,50.199,-5.125,46,England,autochthonus,Forest,DVH7,9,Orange
P4-123,1,Lantyan,Quercus petraea,50.372,-4.658,46,England,autochthonus,Forest,LTA1,9,Orange
P4-123,2,Lantyan,Quercus petraea,50.372,-4.658,46,England,autochthonus,Forest,LTA2,9,Orange
P4-123,3,Lantyan,Quercus petraea,50.372,-4.658,46,England,autochthonus,Forest,LTA3,9,Orange
P4-123,4,Lantyan,Quercus petraea,50.372,-4.658,46,England,autochthonus,Forest,LTA6,9,Orange
P4-123,5,Lantyan,Quercus petraea,50.372,-4.658,46,England,autochthonus,Forest,LTA7,9,Orange
P4-124,1,Great Wood Cornwall,Quercus petraea,50.373,-4.644,30,England,autochthonus,Forest,GTO6,9,Orange
P4-124,2,Great Wood Cornwall,Quercus petraea,50.373,-4.644,30,England,autochthonus,Forest,GTO7,9,Orange
P4-124,3,Great Wood Cornwall,Quercus petraea,50.373,-4.644,30,England,autochthonus,Forest,GTO8,9,Orange
P4-124,4,Great Wood Cornwall,Quercus petraea,50.373,-4.644,30,England,autochthonus,Forest,,-,-
P4-124,5,Great Wood Cornwall,Quercus petraea,50.373,-4.644,30,England,autochthonus,Forest,,-,-
P4-125,1,Cabilla,Quercus petraea,50.491,-4.623,168,England,autochthonus,Forest,CLL7,9,Orange
P4-125,2,Cabilla,Quercus petraea,50.491,-4.623,168,England,autochthonus,Forest,CLL2,9,Orange
P4-125,3,Cabilla,Quercus petraea,50.491,-4.623,168,England,autochthonus,Forest,CLL8,9,Orange
P4-125,4,Cabilla,Quercus petraea,50.491,-4.623,168,England,autochthonus,Forest,CLL9,9,Orange
P4-125,5,Cabilla,Quercus petraea,50.491,-4.623,168,England,autochthonus,Forest,CLL10,9,Orange
P4-126,1,Kilminorth,Quercus petraea,50.359,-4.489,76,England,autochthonus,Forest,KTH1,9,Orange
P4-126,2,Kilminorth,Quercus petraea,50.359,-4.489,76,England,autochthonus,Forest,KTH7,9,Orange
P4-126,3,Kilminorth,Quercus petraea,50.359,-4.489,76,England,autochthonus,Forest,KTH2,9,Orange
P4-126,4,Kilminorth,Quercus petraea,50.359,-4.489,76,England,autochthonus,Forest,KTH3,9,Orange
P4-126,5,Kilminorth,Quercus petraea,50.359,-4.489,76,England,autochthonus,Forest,KTH8,9,Orange
P4-127,1,Golitha,Quercus petraea,50.484,-4.523,244,England,autochthonus,Forest,GOH8,9,Orange
P4-127,2,Golitha,Quercus petraea,50.484,-4.523,244,England,autochthonus,Forest,GOH6,9,Orange
P4-127,3,Golitha,Quercus petraea,50.484,-4.523,244,England,autochthonus,Forest,GOH3,9,Orange
P4-127,4,Golitha,Quercus petraea,50.484,-4.523,244,England,autochthonus,Forest,GOH4,9,Orange
P4-127,5,Golitha,Quercus petraea,50.484,-4.523,244,England,autochthonus,Forest,GOH5,9,Orange
P4-128,1,Wistmans Wood,Quercus robur,50.576,-3.963,411,England,autochthonus,Forest,WST1,9,Orange
P4-128,2,Wistmans Wood,Quercus robur,50.576,-3.963,411,England,autochthonus,Forest,WST2,9,Orange
P4-128,3,Wistmans Wood,Quercus robur,50.576,-3.963,411,England,autochthonus,Forest,WST3,9,Orange
P4-128,4,Wistmans Wood,Quercus robur,50.576,-3.963,411,England,autochthonus,Forest,WST4,9,Orange
P4-128,5,Wistmans Wood,Quercus robur,50.576,-3.963,411,England,autochthonus,Forest,WST5,9,Orange
P4-129,1,Melbury Park,Quercus robur,50.851,-2.611,137,England,autochthonus,Forest,MBY1,9,Orange
P4-129,2,Melbury Park,Quercus robur,50.851,-2.611,137,England,autochthonus,Forest,MBY2,9,Orange
P4-129,3,Melbury Park,Quercus robur,50.851,-2.611,137,England,autochthonus,Forest,MBY3,9,Orange
P4-129,4,Melbury Park,Quercus robur,50.851,-2.611,137,England,autochthonus,Forest,MBY4,9,Orange
P4-129,5,Melbury Park,Quercus robur,50.851,-2.611,137,England,autochthonus,Forest,MBY5,9,Orange
P4-130,1,Powerstock Common,Quercus robur,50.761,-2.666,152,England,autochthonus,Forest,PTK1,8,Yellow
P4-130,2,Powerstock Common,Quercus robur,50.761,-2.666,152,England,autochthonus,Forest,PTK2,8,Yellow
P4-130,3,Powerstock Common,Quercus robur,50.761,-2.666,152,England,autochthonus,Forest,PTK3,8,Yellow
P4-130,4,Powerstock Common,Quercus robur,50.761,-2.666,152,England,autochthonus,Forest,PTK4,8,Yellow
P4-130,5,Powerstock Common,Quercus robur,50.761,-2.666,152,England,autochthonus,Forest,PTK5,8,Yellow
P4-131,1,Great Wood/King's Wood,Quercus robur,50.637,-2.141,122,England,autochthonus,Forest,GWK1,8,Yellow
P4-131,2,Great Wood/King's Wood,Quercus robur,50.637,-2.141,122,England,autochthonus,Forest,GWK7,8,Yellow
P4-131,3,Great Wood/King's Wood,Quercus robur,50.637,-2.141,122,England,autochthonus,Forest,GWK8,8,Yellow
P4-131,4,Great Wood/King's Wood,Quercus robur,50.637,-2.141,122,England,autochthonus,Forest,GWK10,9,Orange
P4-131,5,Great Wood/King's Wood,Quercus robur,50.637,-2.141,122,England,autochthonus,Forest,GWK9,9,Orange
